tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
101,Thresh40,germany,0.25,2.1684511102631134,2.1684511102631134,0.006766303872176138,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,43.74589559710722,0
102,Thresh40,germany,0.25,2.175082088057856,2.175082088057856,0.006630977794742421,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,45.92097768516508,0
103,Thresh40,germany,0.25,2.1815804462966994,2.1815804462966994,0.006498358238843593,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,48.10255813146178,0
104,Thresh40,germany,0.25,2.1879488373707616,2.1879488373707616,0.006368391074062174,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,50.29050696883254,0
105,Thresh40,germany,0.25,2.1941898606233465,2.1941898606233465,0.00624102325258491,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,52.484696829455885,0
106,Thresh40,germany,0.25,2.2003060634108778,2.2003060634108778,0.006116202787531222,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,54.68500289286676,0
107,Thresh40,germany,0.25,2.206299942142664,2.206299942142664,0.00599387873178614,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,56.89130283500943,0
108,Thresh40,germany,0.25,2.2121739432998098,2.2121739432998098,0.0058740011571458695,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,59.103476778309236,0
109,Thresh40,germany,0.25,2.217930464433813,2.217930464433813,0.005756521134003378,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,61.32140724274305,0
110,Thresh40,germany,0.25,2.2235718551451384,2.2235718551451384,0.0056413907113253,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,63.54497909788819,0
111,Thresh40,germany,0.25,2.2291004180422362,2.2291004180422362,0.0055285628970978,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,65.77407951593042,0
112,Thresh40,germany,0.25,2.2345184096813853,2.2345184096813853,0.005417991639149022,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,68.00859792561181,0
113,Thresh40,germany,0.25,2.239828041487769,2.239828041487769,0.005309631806383663,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,70.24842596709958,0
114,Thresh40,germany,0.25,2.245031480658014,2.245031480658014,0.005203439170244906,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,72.49345744775759,0
115,Thresh40,germany,0.25,2.250130851044844,2.250130851044844,0.00509937038683006,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,74.74358829880244,0
116,Thresh40,germany,0.25,2.2551282340239567,2.2551282340239567,0.0049973829791127855,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,76.99871653282639,0
117,Thresh40,germany,0.25,2.2600256693434773,2.2600256693434773,0.004897435319520582,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,79.25874220216987,0
118,Thresh40,germany,0.25,2.2648251559566006,2.2648251559566006,0.004799486613123349,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,81.52356735812647,0
119,Thresh40,germany,0.25,2.269528652837465,2.269528652837465,0.004703496880864577,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,83.79309601096394,0
120,Thresh40,germany,0.25,2.2741380797807267,2.2741380797807267,0.0046094269432614965,inf,0.0,0.0,0.0,0.0,1,0,0,0,1,86.06723409074466,0
