tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
90,Thresh110_,keimola,0.4,3.350757705913935,3.350757705913935,0.013249842736456685,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,95.81287241021727,0
91,Thresh110_,keimola,0.4,3.363742551795653,3.363742551795653,0.012984845881717888,inf,0.0,0.0,0.0,0.0,0,0,0,0,1,99.17661496201292,0
92,Thresh110_,keimola,0.4,3.376467700759747,3.376467700759747,0.012725148964094046,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,2.553082662772667,0
93,Thresh110_,keimola,0.4,3.3889383467445473,3.3889383467445473,0.0124706459848003,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,5.942021009517214,0
94,Thresh110_,keimola,0.4,3.401159579809656,3.401159579809656,0.012221233065108805,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,9.34318058932687,0
95,Thresh110_,keimola,0.4,3.413136388213463,3.413136388213463,0.011976808403806771,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,12.756316977540333,0
96,Thresh110_,keimola,0.4,3.424873660449194,3.424873660449194,0.011737272235730956,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,16.181190637989527,0
97,Thresh110_,keimola,0.4,3.43637618724021,3.43637618724021,0.011502526791016265,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,19.617566825229737,0
98,Thresh110_,keimola,0.4,3.447648663495407,3.447648663495407,0.011272476255197006,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,23.065215488725144,0
99,Thresh110_,keimola,0.4,3.458695690225497,3.458695690225497,0.011047026730089726,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,26.52391117895064,0
100,Thresh110_,keimola,0.4,3.46952177642099,3.46952177642099,0.01082608619549319,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,29.99343295537163,0
101,Thresh110_,keimola,0.4,3.4801313408925694,3.4801313408925694,0.010609564471579347,inf,0.0,0.0,0.0,0.0,0,0,0,0,2,33.4735642962642,0
